videoId,titulo,bucket
O8fQCN4Bink,🔴 A HORA DO COLECIONADOR (PILOTO) | PC_FOREVER,sem-desc
DE8z6a5OaoU,BIG NETO com molho especial! | Netão! Bom Beef #106,sem-desc
LR9DavLe9wc,Aprenda esta Técnica NINJA de Foco com Poluição Luminosa | #SpaceTips 041,sem-desc
nUU8XUhXo6g,Jurassic Park for 8 Cellos,sem-desc
8gM6WJ-ED9A,Por que o Brasil continuou um só e a América espanhola se dividiu após independência?,sem-desc
fADgUDtmrNw,Choripan do Netão! A melhor entradinha para o seu churrasco! | Netão! Bom Beef #34,sem-desc
cfpGzomuiAs,British Bolognese | Keep Cooking Family Favourites | Jamie Oliver,sem-desc
_9lBXzAc1Tk,X-Men: The Animated Series for 8 cellos,sem-desc
4--icNUqu3c,Special Scrambled Eggs | 7 Ways,sem-desc
0NbJIYwZ68c,How to Make Harley Quinn's Delicious Egg Sandwich From 'Birds of Prey',sem-desc
kdGdOYMnb5Q,POR QUE COLECIONAR? OU A IMPORTÂNCIA DE TER UMA COLEÇÃO (VINIL  CD  K7  DVD...),sem-desc
7zc8HNf6ETQ,Super Mario Bros for 3 Cellos... and egg shaker...,sem-desc
O6ZoHdFg_Bs,Duck Tales for 8 Cellos,sem-desc
8rjG1pUgtuE,La Sierra de Mesa 4 en 1  Que me Convirtió en NIVEL PRO!!💪,sem-desc
GvK1gVnfBHA,COMO FAZER CALDO DE CARNE E DEMI-GLACE | Técnicas,sem-desc
_bspJojod1k,RECEITA CASEIRA DO ORÁCULO BURGER - XEPA,sem-desc
tKZzgeqJb0Y,Thundercats for 8 cellos,sem-desc
VmM3EH5nrDg,Inspector Gadget for 8 cellos,sem-desc
nK-Vx8Sf-2E,Teenage Mutant Ninja Turtles for 10 cellos,sem-desc
73iTHJQaxcY,Airwolf for 8 Cellos,sem-desc
cvn8B1hm_Oo,Simple Lamb Stew | Quick and Easy Food | Jamie Oliver,sem-desc
yTIcV5EIqdM,Barbecue Hoisin Ribs | Jamie Oliver,sem-desc
Kf7VTgPCH8w,Unijovem | Passando pela Crise | 04/07/2020,sem-desc
xfZ4NIcRO-c,O MELHOR ESTROGONOFE DA MINHA VIDA! | ERICK JACQUIN,sem-desc
crdYIUdUOhc,It's Time to go BACK TO THE FUTURE! | Reunited Apart with Josh Gad,sem-desc
LgzudBvmd08,Binging with Babish: Nachos from The Good Place (plus Naco Redemption),sem-desc
IBm7Sya5YRU,OVO POCHE FÁCIL SEM ERRO! | VÍDEO CÁPSULA 01,sem-desc
aFLFujQNX9s,How to Make Korean Fried Chicken in 15 Minutes Recipe l Better Than Restaurants,sem-desc
GGXEB25WdyQ,John Boyega George Floyd protest London speech in full: Star Wars actor's powerful Hyde Park message,sem-desc
GK7GObLUCWU,How to make Jamie’s Lasagne | Jamie Oliver,sem-desc
LOrALdmPWVU,Dark – Temporada 3 | Anúncio de estreia | Netflix,sem-desc
uoHNzS9j3Is,POLPETONE SIMPLES E FÁCIL!,sem-desc
eYf595EJAc4,Knight Rider for 8 cellos,sem-desc
6UEnVZ3j6UA,CLASSICAL SOPRANO surprises audience with STAR TREK | Conductor Rainer Hersch,sem-desc
XNJ5HHNi7TQ,Mu tag & App Introduction,sem-desc
Fe9_4lKOOD4,Picanha Fatiada... é Picanha? I Churrasqueadas,sem-desc
qRkwSopXf-U,How To Make Cubanos with Homemade Cuban Bread,sem-desc
OSC_rRVaMC8,土豆新吃法，不用炸不用烤，孩子最喜欢了，咬一口满嘴拉丝！香！【阿胖面食】,sem-desc
5G0o9XWo9vM,Homemade Quesadillas | Keep Cooking & Carry On | Jamie Oliver #withme,sem-desc
M1B3gATS0GE,I built myself a proud parent machine,sem-desc
8Ytky9d9T8A,Torta Holandesa - Receitas Nestlé,sem-desc
HkXojFU_LrE,How to make Neapolitan Pizza Dough,sem-desc
oZFM2N0-DJE,Minha coleção de filmes | Parte 1 de 3,sem-desc
7ALMbZCkn4g,Minha coleção de filmes | Parte 2 de 3,sem-desc
IpXvsUMO6ww,Choripan de chimichurri com a Linguiça Toscana com Alho e Ervas Perdigão Na Brasa,sem-desc
Hkh9eZSqgKo,Ragù de Linguiça de "O Poderoso Chefão" | Comida de Cinema #39,sem-desc
CeNhbQ0RA6k,PAPRIKA SCHNITZEL (OU FILÉ DE PORCO À MILANESA  NÉ?) | Vualat,sem-desc
sRe079XdYVg,O SURF AND TURF DO MEU NOVO RESTAURANTE - 1985,sem-desc
ShZwA3ouaMA,MACARRÃO À CARBONARA DEFINITIVO! FÁCIL E SEM ERRO,sem-desc
AjEDvKFs_78,Making a paper shredder that looks like a brain,sem-desc
hzmpysD8Ql0,Gordon Ramsay's Salted Caramel Popcorn,sem-desc
BbF8R5--hjE,From ‘freak out’ to ‘thriving’ - the 3 stages of being a Wiser,sem-desc
xsmn-co5bVU,FRANGO FRITO SUPER CROCANTE! FÁCIL E RÁPIDO,sem-desc
ypvUNXWK1sk,Como fazer um DELICIOSO molho de tomate,sem-desc
DCTNlh-3hKw,Using 20 000 matches to make a coffee table,sem-desc
D3EHkOtAKME,Macarrão Alho e Óleo - COMIDAS FAVORITAS,sem-desc
xaw1Jk4PqJw,WRAP COM PEITO DE PERU | Origens com Rui Morschel,sem-desc
Vg-9qHCWdB0,Wonderful Places - A Year Well Travelled 2019,sem-desc
GdcCVZ_D7hQ,Garlic Soup Italian style with crispy croutons,sem-desc
nm4Ck6bD2_0,Sword of Omens (Thundercats) - MAN AT ARMS,sem-desc
oMdWoiCUQEI,Faroe Islands Travel Video - Finally Be Free [ZCAM E2 & Mavic 2 Pro],sem-desc
2gs4dsqZJE8,Aula 27 - Southern Fried Chicken (Frango Frito Americano) / Cansei de ser Chef,sem-desc
vGp2PeSBtNc,COMO FAZER MASSA FRESCA,sem-desc
H8Bc7zuQNwA,RAGU ESPECIAL DE 200K + VISITA A FÁBRICA DE CERVEJAS,sem-desc
Z6HG70shXKU,ANÁLISE DE STAR WARS: A ASCENSÃO SKYWALKER,sem-desc
6mvBf1ELxcw,Travel video shot on Sony Xperia 1 - Bali Indonesia 4K CinemaWide,sem-desc
wCm2DLhO5q0,Bolo de Rolo,sem-desc
e_icP_Y1dXY,APERITIVO INDISPENSÁVEL PARA SUA CEIA DE NATAL! | CEIA DE NATAL 2019,sem-desc
NqwW4BiLoBw,Honey Sesame Chicken | Everyday Gourmet S7 E12,sem-desc
iKQkczcj1Rs,One Pot Lasagne!,sem-desc
GojIHX38GMQ,The French Riviera - Côte d'Azur France - 4K Cinematic Travel Video,sem-desc
KkmNY5lM4GQ,Sobrecoxa de Frango com Chimichurri e Batata com Sour Cream do Netão! | Netão! Bom Beef #50,sem-desc
X5oD_thIk3c,How To Cook Perfect Eggs Every Time,sem-desc
0VQEJARHJ44,How to make... One Pan Pasta!,sem-desc
FsanXr238_k,Como fazer o melhor pão italiano!,sem-desc
6vebbDZxoKE,5 Min vs. 50 Min vs. 5 Hour Pasta (ft. Binging With Babish) • Tasty,sem-desc
ChzUN_RvMeY,Family Ragu with Gennaro Contaldo,sem-desc
1-SJGQ2HLp8,How to Make Perfect Pizza | Gennaro Contaldo,sem-desc
h5gcJjOSDv4,How To... cook steak  with Jamie Oliver's mate Pete,sem-desc
rbmsVTe-zkw,Tomato Relish l Tomato relish recipe,sem-desc
NHPhnFULXXs,Bifes de lombo de porco à manteiga de alecrim,sem-desc
APy5tsosXx4,Mykonos Greece From Drone Perspective  🇬🇷 DJI Mavic 2 pro,sem-desc
VpwtfwycNVo,Khoya Gulab jamun recipe | How to make gulab jamun,sem-desc
x64gbjmtnHM,Gennaro’s Family Lasagne,sem-desc
FVKcW78FtPk,RECEITA: O MELHOR MOUSSE DE CHOCOLATE DO MUNDO,sem-desc
-gF8d-fitkU,Easy Bolognese Recipe | Jamie Oliver,sem-desc
Yw-FSUEc8Pc,How To Make Chocolate Donuts | Gordon Ramsay,sem-desc
5Sa9nYKiYg0,The Original Orange Chicken by Panda Express,sem-desc
Il0z3nNRuC0,El Camino: A Breaking Bad Film | Teaser | Netflix,sem-desc
qJb2KPsOPVU,O MELHOR PETISCO DO MUNDO! | BOLINHOS DE BECHAMEL COM PRESUNTO E QUEIJO!,sem-desc
lWaBh-r2ZP0,3 Minute Tomato Pasta Sauce | Jamie Oliver & Davina McCall,sem-desc
0KpiuwhmCm4,Meatballs | Jamie Oliver | 20 Years of The Naked Chef,sem-desc
jd16yRTsP8k,20 FATOS SOBRE DARK  A SÉRIE ALEMÃ DO NETFLIX - Alemanizando,sem-desc
X6VtO8BDsQ8,COMO FAZER PÃO CASEIRO,sem-desc
umCKzvIaWwA,COMO FAZER BOLINHO DE ARROZ,sem-desc
mazRI6SUxX4,Detalhes de GAME OF THRONES 8x06 - O que foi escrito?,sem-desc
Hvw7K0s7xE8,COMO FAZER BRIGADEIRÃO,sem-desc
E4lv-od2_Ls,You'll Never Eat French Fries the Same Way Again 😮🍟 | Tastemade Staff Picks,sem-desc
rWJSk1i8sLY,COMO FAZER TORTA DE LIMÃO,sem-desc
CAs60fSOhw0,COMO FAZER CHEESECAKE COM CALDA DE GOIABADA,sem-desc
VtPf3aYaBNs,Game of Thrones Watch Party Recipes | The Hound's Fried Chicken,sem-desc
C_C2sUAc1tY,RECEITA DE ARROZ DE FORNO FÁCIL,sem-desc
HUvctvzhitg,COMO FAZER ESFIRRA DE CARNE,sem-desc
4L8AcrAYrEw,3 MELHORES DOCES COM PAÇOCA DA TASTEMADE,sem-desc
75iExVNvrWw,Kawhi Leonard Wins The Series At The Buzzer! | May 12  2019,sem-desc
1eYfW2tJK5Q,3 RECEITAS DA TASTEMADE COM MUITO QUEIJO,sem-desc
k72JxgIeWL0,COMO FAZER BOLO DE FUBÁ SUPER CREMOSO,sem-desc
NFa85dBx4C8,COMO FAZER BOLINHO DE CHUVA,sem-desc
QwLPjI_jMTo,Cacio E Pepe Pizza With Daniele Uditi | Like A Chef,sem-desc
FXk3VdQvTHw,COMO FAZER CHANTILLY EM CASA,sem-desc
cJZOfEOqKxM,RECEITA DE PUDIM DE LEITE CONDENSADO PERFEITO SEM FURINHOS,sem-desc
gf0qj6zPe-8,2 QUIBES DE FORNO,sem-desc
bqHAasBZETQ,3 MELHORES BOLINHOS DE CHUVA DA TASTEMADE,sem-desc
dBvsArke3L8,Austrian Fried Chicken I Backhendl - I´m from Austria #4 - Weber Master Touch GBS Premium Grill,sem-desc
iFrP6qdSFmc,CARBONARA | MINHA MASSA FAVORITA!,sem-desc
ABjTq6EMtzM,4 Easy Egg Recipes For Breakfast,sem-desc
8pGP-Ew7YOg,BATATA AO FORNO DA VOVÓ!,sem-desc
MSKLX8qFIjU,O MEU QUEIJO QUENTE PREFERIDO!,sem-desc
aEDYW5GfdXI,INFÂNCIA | AHAVAH (CLIPE OFICIAL),sem-desc
qYf3P1BvrzE,MOLHO PESTO SIMPLES E FÁCIL,sem-desc
s1ja3lQZrIM,MAIONESE DE ALHO PERFEITA!,sem-desc
g1sIKcRfnG8,Frango Crocante com Creme de Milho - COMIDAS FAVORITAS 02,sem-desc
zsixDhAEyjk,PÃO DE QUEIJO COM AVEIA com Luanda Gazoni,sem-desc
GjmZIp0amfQ,COOKIE RECHEADO | Melhores Receitas Tastemade,sem-desc
MQJzkUVdPiQ,BROWNIE DE CHOCOLATE COM LEITE CONDENSADO | Melhores Receitas Tastemade,sem-desc
eu3PPmgRzBI,CAPRESE CREMOSA NA TRAVESSA | Melhores Receitas Tastemade,sem-desc
XmYJBInVzQg,PICANHA RECHEADA | Melhores Receitas Tastemade,sem-desc
2NLgXZqMK6o,FOCACCIA DE FRANGO | Melhores Receitas Tastemade,sem-desc
FuMuuS6kwgQ,COMO FAZER MOLHO PESTO | Master Of Pasta,sem-desc
ev,Alemanha - Schnitzel Munich Style,evernote-sem-passo|https://www.justapinch.com/recipes/main-course/pork/schnitzel-munich-style.html
ev,Baked Mac and Cheese,evernote-sem-passo|https://youtu.be/6zV0I3d8GuU
ev,Batatas Assadas no Forno Com Parmessão e Ervas,evernote-sem-passo|https://snapguide.com/guides/make-oven-roasted-fries-with-parmesan-mixed-herbs/
ev,Buffalo Cauliflower Bites,evernote-sem-passo|https://youtu.be/VL8FKrV69Ns
ev,Buffalo Wings,evernote-sem-passo|http://phillyjaycooking.com/homemade-buffalo-wings-recipe/
ev,Calzone,evernote-sem-passo|https://youtu.be/NYVJ10BkEXA
ev,Carbonara  Best Ever!,evernote-sem-passo|https://youtu.be/eISr0vQhRhc
ev,Carbonara  Traditional,evernote-sem-passo|https://youtu.be/XcPIOI3kDGo
ev,Christmas Burger Recipe,evernote-sem-passo|https://youtu.be/CzRBM0c6Ruk
ev,Cookies,evernote-sem-passo|https://www.youtube.com/watch?v=2OBxCy_M7kk
ev,Fried Chicken Korean Style,evernote-sem-passo|https://snapguide.com/guides/cook-fried-chicken-korean-style/
ev,Galinha Escabelada,evernote-sem-passo|https://youtu.be/7JGxzKXnFZA
ev,Giant Profiteroles (Carolinas),evernote-sem-passo|https://youtu.be/Paw4dM1BDxw
ev,Grilled Cheese Sandwich,evernote-sem-passo|https://youtu.be/7KuLAMMeXoI
ev,Heart Shaped Pizza Recipe,evernote-sem-passo|https://youtu.be/TsCe7QiQ7MM
ev,Honey Glazed Char Siu Pork,evernote-sem-passo|https://www.youtube.com/watch?v=sq6XGBNxgfM
ev,Macarrão à Bolonhesa Sem Atalhos (1Hora),evernote-sem-passo|https://www.youtube.com/watch?v=DUK94oQGmLc
ev,Maionese Caseira,evernote-sem-passo|https://youtu.be/FvS3PPkVztE
ev,Maionese Profissional,evernote-sem-passo|https://youtu.be/mT9BFG62MFI
ev,Massa para Pizza,evernote-sem-passo|https://snapguide.com/guides/make-pizza-dough-4/
ev,Massa Pizza Caseira,evernote-sem-passo|https://youtu.be/93hQiVk9wcA
ev,Misto Quente de Padaria,evernote-sem-passo|https://youtu.be/pQCNjJej1Oc
ev,Molho Chipotle,evernote-sem-passo|https://youtu.be/VhtgjPpTwU4
ev,Molho de Queijo,evernote-sem-passo|https://youtu.be/LEeVgcWQdxY
ev,Mousse de Liquidificador,evernote-sem-passo|https://youtu.be/BzNt4X9dVUk
ev,Mousse de Nutella,evernote-sem-passo|https://www.youtube.com/watch?v=vgn96ujzPu4
ev,Mousse,evernote-sem-passo|https://www.youtube.com/watch?v=BzNt4X9dVUk
ev,Mussarela Sticks,evernote-sem-passo|https://www.youtube.com/watch?v=Rpl3P6Qg4tI
ev,Ovos Rancheiros,evernote-sem-passo|https://youtu.be/1Q8GQKLVb7o
ev,Panquecas.1,evernote-sem-passo|https://www.youtube.com/watch?v=wDDD-ChvmOo
ev,Pasta de Alho,evernote-sem-passo|https://www.youtube.com/watch?v=bVz_riI_MNY
ev,Pizza Al Tegamino,evernote-sem-passo|https://snapguide.com/guides/make-pizza-al-tegamino/
ev,Prime Rib Roast,evernote-sem-passo|https://youtu.be/ZGZSM1urhaY
ev,Snack Pizzas,evernote-sem-passo|https://snapguide.com/guides/make-simple-snack-pizzas/
ev,Suflê de Catupiry,evernote-sem-passo|https://www.youtube.com/watch?v=ojCkIxv1j7A
ev,The Ultimate Mac and Cheese,evernote-sem-passo|https://youtu.be/yoINOifaV3E
ev,Tomato and Red Pepper Soup,evernote-sem-passo|https://youtu.be/uYTc8YtH1WI
ev,Torta de Bolacha da Vó Suzi,evernote-sem-passo|
